Job ID,Job Title,Company Name,Location,Professionalism,ApplicationLink,Description,Requirements
90,People and Culture Intern,SLS Dubai,"Marasi Dr, Business Bay, Dubai, UAE",Internship,https://careers.ennismore.com/job/7efd708c-29e0-413f-9135-e68a032cca73/,"Assist in posting job openings on various job boards and social media platforms. Help coordinate interview schedules and communication with candidates. Prepare new hire paperwork and assist with the onboarding process. Assist with orientation sessions for new employees. Maintain and update employee files, ensuring accuracy and compliance with company policies. Assist with tracking employee attendance, leave records, and other P&C-related data. Support the coordination of training programs and workshops for hotel staff. Assist in tracking employee progress and training records. Help organize employee engagement and team-building events. Prepare P&C reports and presentations as required by the Assistant Director of P&C. Assist with the processing of payroll data and benefits administration. Help with performance appraisal processes and feedback collection. Provide assistance with day-to-day employee relations inquiries. Help maintain a positive work environment by fostering communication between staff and management. Assist in other P&C-related tasks as needed, such as preparing documents, managing P&C databases, and responding to staff inquiries.","Currently pursuing or recently graduated with a degree in Human Resources, Business Administration, Hospitality Management, or a related field. Strong interest in pursuing a career in human resources or hospitality management. Excellent communication and interpersonal skills. Detail-oriented with strong organizational and administrative abilities. Proficient in Microsoft Office Suite (Excel, Word, PowerPoint). Ability to maintain confidentiality and professionalism. Previous experience in an office environment or hospitality setting is a plus but not required. Strong problem-solving abilities and eagerness to learn."
91,Intern Finance - December,Villa Rotana,"Dubai, UAE",Internship,https://www.rotanacareers.com/en/uae/jobs/intern-finance-december-5205989/,"We are currently seeking for passionate and dynamic Finance professionals who pride themselves on their ability to deliver extraordinary levels of customer service and provide creative solutions to our guests. You will be responsible to assist the Finance Team with accounting records and assist the Paymaster with updating payroll system and your role will include key responsibilities such as: Make requisition for the stationary and all other office supplies for the smooth operations of the office, Ensure proper maintenance of accounting records, receive and distribute Finance Department incoming mail, Ensure that all attendance sheets from different departments are approved before forwarding to Paymaster, Assist the Paymaster in the departmental attendance sheet administration, Distribute pay slips to the Department Heads and obtain their signatures upon delivery, Answer incoming calls promptly, transferring calls wherever necessary and record messages accurately, Call up suppliers to collect pending payments, Maintain high level of record confidentiality.","You should ideally have a degree in hotel management or accounting and at least one year previous experiences within a hotel environment. Excellent verbal and written English communication skills and computer literacy is a must, while knowledge of Opera, Micros, FBM and SUN System is an asset. The ideal candidate will be result oriented and a self motivator along with a positive attitude. You have the ability to think laterally and analytical, display a high level of integrity and have the ability to identify, impact and influence others. You are a strong team player, enthusiastic and flexible."
92,University Internships - UAE 2025 (UAE Nationals),Baker Hughes,"Dubai, Dubai, United Arab Emirates",Full time,https://careers.bakerhughes.com/global/en/job/BAHUGLOBALR113428/University-Internships-UAE-2025-UAE-Nationals?utm_source=linkedin&utm_medium=phenom-feeds,,
93,Graduate Trainee - UAE National,Hill & Knowlton,United Arab Emirates - METIA,Graduate,https://job-boards.greenhouse.io/hillandknowlton/jobs/4329877007?gh_src=0d163a807us,"Looking for passionate Graduate Trainees to join our award-winning teams in the United Arab Emirates. The graduate program is a 3-6 month program working with the industry's key trend setters across Public Relations, Studio and Digital with key clients.","University degree; Manages time effectively, meets deadlines, pays attention to detail; Enthusiasm, passion, organized; Emerging leadership skills; Works in an integrated manner with all office team members."
94,"Intern, Social Media",APCO,"Abu Dhabi, United Arab Emirates",Intern,https://fa-evxv-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2001/job/1074?utm_medium=jobshare,"We’re looking for a proactive intern to support content creation, social media management, and campaign execution. Strong communication skills, enthusiasm for learning, and a professional attitude are essential.","Draft and edit social media content primarily in English, assist with scheduling posts, monitor engagement, support in planning and executing communication campaigns, work effectively with team members to deliver creative ideas."
95,"Intern, Communications Advisory",APCO,"Dubai, United Arab Emirates",Intern,https://fa-evxv-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2001/job/1053?utm_medium=jobshare,"The Communication Intern role is to assist the team in several tasks including: research, content writing, pitching stories, preparing PowerPoint presentations and some ad-hocks assignments as per the direct supervisor’s requests.","Excellent English communication skills written and verbally, Presentation skills, Research skills, Ability to multitask and work under pressure in a fast-paced environment, Initiative skills, Teamwork skills, Ability to be flexible, resilient, solution oriented and creative, Service-orientated attitude, proactive thinker, information seeker."
96,Early Career Trainee_Logistics Specialist,Baker Hughes,"Dubai, Dubai, United Arab Emirates",Entry level,https://careers.bakerhughes.com/global/en/job/R133345/Early-Career-Trainee-Logistics-Specialist-UAE-Nationals,"Your assignments will provide a solid foundation for launching your career at Baker Hughes. There's many ways to advance your career including joining a committee. There are committees both at the track and global ASPIRE level. By taking an active role in the committees, you can decide how your track and the leadership program is run. There's also the opportunity to mentor new track members and you can gain mentorship from other global leaders around the world.",Full time Job ID: R133345 Posted: Nov 19th 2024
97,Intern - Project Journalist,WSP,"Sharjah, United Arab Emirates",Intern,https://uk-jobs.wsp.com/Globaln/UK/Jobs/PH8FK026203F3VBQB8N6GLOGM/details.html?jobId=157028,"Interview SME’s to pull out key information on our case studies and previous projects; Compile these interviews into well-written, article technical case study document that tells the story of our project delivery; Listen out for key areas of interest and intrigue, probing our SMEs for high-quality information to set our project experience apart from our competitors; Liaise with our graphics team to provide high-end, finished case study documents; Interview our Head’s of Discipline to understand the breadth of our capabilities, transposing this information into punchy, informative capability documents; Identifying key areas of interest within each of our capabilities and relating these back to key case studies; Liaising with our graphics team to provide high-end, finished capability statements, documents and brochures.",Degree in English or Journalism; ability to provide writing samples; ability to interview people with a natural curiosity about the subject matter.
98,Data Analytics Engineer (for Emirati national),Boskalis,Abu Dhabi,Entry level,https://careers.boskalis.com/vacancy/2403/data-analytics-engineer-for-emirati-national?apply=1&trid=2d92f286-613b-4daf-9dfa-6340ffbecf73,"You will contribute by helping our team support our business colleagues in making data-driven decisions. You will be working from our Abu Dhabi office and will be part of our corporate data engineering team, which is based in the Netherlands.","Relevant experience or coursework in data analytics, A Bachelor's degree in IT Engineering or a related field, Knowledge of Power BI and Excel, An understanding of Power Apps, Knowledge of Microsoft Azure SQL, Databricks, and ETL processes would be a plus, A good command of written and spoken English."
99,Product Growth Intern,twe,"Dubai, UAE",Intern,Apply through the app! https://twe.co/,"Key Responsibilities:

Collaborate with cross-functional teams to support product development and growth processes.
Assist in market research, user testing, and gathering feedback to inform product enhancements.
Takes initiative and comes up with fun and exciting content (videos) that are trending and relatable to the Gen Z audience
Support the team in identifying new business opportunities.
Assist in analyzing data and user metrics to derive insights for product improvements.
Support the team in day-to-day tasks, project coordination, and administrative duties.
Work on exciting projects in AI & ML, automation, and much more!

Location: Dubai, UAE
Duration: 3-6months (extendable)","Requirements:

Preferably a Bachelor’s in Engineering, Business, Design or related field.
Passion for technology, social media, and a keen interest in making a difference.
Strong analytical skills with the ability to interpret data and derive actionable insights.
Good eye for things and detail-oriented.
Excellent communication and teamwork abilities.

Must have:
You must have an account on +twe app and reach out to Osama (our CEO) on there"
100,Junior Designer,twe,"Dubai, UAE",Intern,Apply through the app! https://twe.co/,"This is a part-time hybrid role for a User Experience Designer at +twe. The User Experience Designer will be responsible for tasks such as applying design thinking principles, conducting user research, visual design, UX design, and prototyping on mobile app and website. The role is based in Dubai with flexibility for some remote work.","Requirements:

Design Thinking and Prototyping skills
User Research and Visual Design skills
Experience in User Experience (UX) design
Strong problem-solving and analytical skills
Proficiency in design tools like Adobe Creative Suite, Sketch, or Figma
Ability to work independently and collaborate effectively with cross-functional teams
Bachelor's degree in Design, Human-Computer Interaction, or related field


Must have:
You must have an account on +twe app and reach out to Osama (our CEO) on there
"
101,Content Creator,twe,"Dubai, UAE",Intern,Apply through the app! https://twe.co/,"Key Responsibilities:
Assist in managing and updating +twe's social media channels (Instagram, LinkedIn, TikTok and +twe app)
Create engaging content, including graphics, videos, and posts, to enhance brand visibility and engagement.
Monitor social media trends, insights, and analytics to optimize content strategy and performance.
Develop creative and compelling content for +twe's website, blog, and other digital platforms.
Collaborate with the marketing team to brainstorm and execute content ideas that resonate with our target audience.
Ensure content aligns with +twe's brand voice, messaging, and marketing objectives.
Analyze performance data to identify areas for improvement and optimization.

Create content for Gen Z
Location: Dubai, UAE
Duration: 3-6months (extendable)","Experience in social media, design and content creation
Interest in marketing, start-up life & tech
Is comfortable working in Canva, CapCut and other editing platforms
Has an iPhone and is comfortable being in videos
Currently pursuing a relevant degree
Based in Dubai

Must have:
You must have an account on +twe app and reach out to Deemah (CMO) on there
"
102,Internship Opportunity,Majid Al Futtaim,UAE,Intern,https://forms.monday.com/forms/5ee1739f73525ccc4b7d5c05db02268b?r=use1,"BUSINESS INTRODUCTION

Majid Al Futtaim Holding is the leading shopping mall, retail, communities, entertainment developer and operator in the Middle East, North Africa, and Central Asia regions. With over 48,000 people, revenues of over US$ 11 Billion, and operations in 18 countries. Some of the iconic brands we carry include Mall of the Emirates, Carrefour, All Saints, Lego, City Center, Abercrombie & Fitch, & Vox Cinemas. We believe in making Great Moments for Everyone, Every day.","JOB TITLE

Intern Ship I MAF LifeStyle



ROLE SUMMARY

We are looking for a motivated and enthusiastic intern to join our team. This internship provides an excellent opportunity to gain hands-on experience, develop essential skills, and contribute meaningfully to real projects"
103,"Gen E Technical Solution Sales Graduate
",Ericsson,UAE,Entry level,https://career2.successfactors.eu/career?company=Ericsson&career_ns=job_application&src=Eightfold&career_job_req_id=749958&domain=ericsson.com&location=Dubai%2CDubai%2CUnited+Arab+Emirates&pid=563121759959134&sort_by=relevance&triggerGoButton=false,"Gen-E Graduate Technical & Solution Sales Support  in UAE will focus on technology leadership. We aim to attract and guide the most hardworking, innovative, and creative technology. minds.
 
We are looking for Graduates who have completed their studies between 2023 and 2024.  


•    Specialization in bachelor’s degrees: Computer Science/Software/Computer Engineering/IT or Information Systems/Networks Engineering/Communications / Double degree in computer science & business administration degree with a focus on   Telecommunications
•    If you are experienced between 0-1 year and still interested, may apply. ","•    Exposure to sales or sales activity
•    Exposure to negotiation skills
•    Basic understanding of AI (year ending paper, final university exam, thesis related to AI)
•    Basic understanding of programming and scripting language
•    Broad Technical Acumen
•    Critical Thinking 
•    Applying Expertise and Technology
•    Basic understanding of IT and Telecommunication "
104,"Ethraa Graduate Development Programme
",FAB,UAE,Entry level,https://jobs.smartrecruiters.com/FirstAbuDhabiBank/744000013314470-ethraa-graduate-development-programme,"FAB is proud to introduce The Ethraa Programme, dedicated to high-potential Emirati fresh graduates. Under the sponsorship of The Central Bank of the UAE and the Emirates Institute of Finance, this comprehensive program is tailored to equip and empower the next generation of confident and specialized bankers, ready to make their mark in a dynamic financial industry.

With a structured learning journey, international qualifications, hands-on projects, and ongoing coaching and mentoring, you will have the perfect platform to grow and make an impact in your role. The programme duration ranges from 8 to 12 months and includes 3 phases.","Emirati with a Family Book
A bachelor’s degree with a major in Accounting, Finance, Banking, Business Administration, or Computer Science.
Passing/Passed your degree with a GPA 2.5+
Proficiency in English
Completed UAE National Service (if relevant)"
105,"Customer Service Representative (Emiratized role) - Full time
",FAB,UAE,Entry level,https://jobs.smartrecruiters.com/FirstAbuDhabiBank/744000014489485-customer-service-representative-emiratized-role-full-time,"Job Purpose:

To serve customers by providing product, service information; resolving product and service issues by maintaining immaculate quality standards. To ensure financial and reputational integrity of the organization and providing end to end solutions for better customer service experience.

Possessing a strong team spirit, motivation and friendly environment with all customer and Colleagues

 Job Specific Accountabilities

Provide excellent customer service by attending to incoming calls within the quality guidelines
Handling and resolving customer complaints to customer satisfaction within the defined authority limits and to escalate as per process
Recommend potential products or services to management by collecting customer information and analyzing customer needs
 Ensure quality of inbound / outbound calls by achieving set targets in terms of service standards and customer satisfaction scores
Contribute to the business by generating new prospects/Leads and upselling for all types of FAB products
Maintains customer records by updating customer history through service requests/complaints and Notes Maintain confidentiality of the bank’s customers and data 
Ensure the business meets its obligations under the Bank’s Policies and Standards and under local laws/regulations
Attend to special tasks assigned by team leader and Managers
Demonstrate flexibility in adhering to your planned/scheduled shifts and on call/ unplanned shifts due to the floor situation for achieving all defined Service Level and Abandoned rates 
Ensure self-punctuality, adherence of policies & procedures and discipline to the Centre","Minimum Qualifications:

High School
Minimum Experience:

0 – 2 years relevant experience in banking sector"
106,"Business Development Officer - Outbound Sales (FABRS)
",FAB,UAE,Entry level,https://jobs.smartrecruiters.com/FirstAbuDhabiBank/744000029120845-business-development-officer-outbound-sales-fabrs-,"Sales

Identify and understand the needs of the customer.
Manages selling of products to target customer segments in a professional manner.
Ensures accuracy of all bank forms and documents executed by the customer.
Ensures optimal utilization of all sales tools and resources.
Documents and maintains all records of sales activities and provide updates as per requirement.
Administers all sales process and maintain records for same.
Ensures assigned sales targets and budgets are met.
Manages various documents for all sales sources efficiently.
Participates in all departmental meetings and product training.
Customer Service

Administers and ensures compliance to all sale objectives.
Monitors all customer queries and ensure timely response to all issues.
Coordinates with customers to provide various products and facilities and provides information on all required supporting documentation.
Ensures timely processing of all initiated customer transactions.
Maintains and updates knowledge on applicable FAB products and services.
Maintains knowledge on all competitor products and services and analyses all advantages and disadvantages for various products.
Internal Collaboration

Adheres to service level targets and coordinates with other departments to meet client service expectations.
Engages with key stakeholders including Operations, Technology, Branches, and Legal etc. to deliver timely and effective level of client experience to FAB customers.
Self-Management Responsibilities

Defines performance goals at the start of the year in discussion with the reporting manager and ensures that the goals are achieved during the course of the year. 
Identifies the training and development requirements for self and agrees on them with the reporting manager to ensure that the required trainings are arranged and attended. 
Strives to achieve the highest levels of proficiency on all the competencies and skills required to perform the role. 
Keeps abreast of professional developments, new techniques and current issues through continued education and professional growth.
","Minimum high school diploma
Proven experience as a telesales representative or within a sales/customer service role
Track record of successfully meeting sales quote, preferably via phone
Good knowledge of relevant computer systems such as CRM Systems and telephony systems
Excellent communication and interpersonal skills
Outstanding negotiation skills"
107,"Sales Executive - Consumer Banking Product Sales (FABRS)
",FAB,UAE,Entry level,https://jobs.smartrecruiters.com/FirstAbuDhabiBank/744000030311046-sales-executive-consumer-banking-product-sales-fabrs-,"Core Responsibilities: 

To achieve or exceed agreed core product sales targets to build new customer base for FAB 
To promote the sales of Core Product in assigned area or work
To build and maintain effective business relationship with customers
To assist in conducting promotional activities, meetings and road shows in the assigned area to achieve the budgeted sales volumes
To ensure the submitted customer applications and documentations are complete and error free
To follow up for Document discrepancies which have been approved as Deferrals 
Minimize errors and act upon them for correction and re-submission if any.
To provide sales MIS to line manager/Area Head on regular basis.
To provide ongoing customer / market feedback to line manager/area head to improve business
To provide Sales DSR to Sales Manager on Regular Basis.
To ensure high level of customer service while handling business proceedings.
To adhere code of conduct & ethics while performing required duties especially while doing the Authentications of KYC documents. 
To capitalize on-cross selling opportunities
To perform duties of Team Leader in his absence if assigned so
To recommend customer applications which are considered good credit risk and as per FAB policy.
Requires good convincing and negotiating skills in view of complexity in the relevant product 
Be aware of competition and suggest changes for product improvements
Maintain effective business relationship with all branches and internal departments
To ensure that routine problems and complaints are handled professionally and only minimal significant issues are escalated to Team Leader 
To be vigilant on identifying fraudulent activities/ unethical incidents while handling business requirements, any concerns should be addressed to Line manager immediately.
Don’t argue with the customers and No commitments should be given to any customer.
Maintain Effective Relationships with team mates and supervisors.
To ensure that the product information shared with the customer is accurate. 
To adhere to the Standard Operating Procedures, Policies and Service Standards of the bank.
","High school diploma or Preferably University Degree
Desirable to have a sales diploma or certification
1 to 2 years experience in selling banking products in a financial company"
108,"Kearney, Recruitment Intern",AT Kearney,UAE,Intern/trainee,https://kearney.recsolu.com/jobs/L24uVI5JuxAWF1L4Zzr2FQ?job_board_id=EPd41qlA4_03IncZMnWyRQ,"Interview scheduling support – support all ranks up to Manager:

-        Organize and manage candidate interviews within standard process; secure commitment of interviewers and interviewees; follow up on evaluation forms and ensure their quality and timing; provide feedback to candidates and agencies.

-        Manage interview blockers in the recruitment calendar.

-        Update candidates of any interview time changes.

-        Find replacement interviewers when needed.

-        Maintain candidates’ files with CV, interview evaluation forms, contracts, physical personnel files, etc.

-        Provide administrative support to the recruitment team as needed.

System support

-        Update applicant tracking system (Taleo) to reflect candidate progress.

-        Set-up interview days on our scheduler (Yello).

-        Complete the new hire process on Taleo when a candidate accepts the offer.

-        Update hiring trackers and other reporting matrixes.

Action emails

-        Prepare the action and welcome emails for all new joiners.

-        Update the new joiner tracking, working closely with the onboarding team.

 Event support

          Coordinating recruitment event logistics (in person and virtual)

Experts onboarding 

-          Coordinate onboarding with IT and staffing (issuance and collection of laptops)

-          Coordinate offboarding and exit processes of experts (internally and externally)

-          Processing approvals for agency invoices

",
109,"UAE Ruwwad Analyst Program - 2024
",AT Kearney,UAE,Entry level,https://kearney.recsolu.com/jobs/bWwt-YVOFU-SvmKAIntRAA?job_board_id=EPd41qlA4_03IncZMnWyRQ,"What You Can Expect

Individual and inclusive to our core. As an Analyst, you will receive full and ready access to our firm’s best talent to help you learn, develop and make your mark
Personal and practical. You will work alongside colleagues who will help you grow as you help our clients solve their most important issues – that’s just our style.
We’re big enough to have it covered, small enough to really care. This holds true for both you and our clients. You will be able to make an impact and develop your potential from day one within a professional environment and culture that actively fosters the following:       
Personal development. At Kearney, we encourage you to be yourself, and we give you the freedom to contribute creatively while you also learn, develop and make your mark. The rich, diverse backgrounds of our consultants have a direct impact on what our teams accomplish every day—a dynamic that has defined our culture for more than 90 years. Together, we work on stimulating projects that produce powerful, transformative results for clients, both now and in the long term.

Entrepreneurial approach. The Kearney Analyst program is an outstanding introduction to the discipline of management consulting. No two client engagements are alike, and we are committed to providing you with a hands-on experience that will have a positive impact on the rest of your career. Typical responsibilities include developing models, performing complex analyses, and working on research assignments both in the office and at client sites for a wide range of industries. You will benefit from our global scale and capability without compromising the speed and nimbleness afforded by our close-knit teams.

Supportive environment. Training is a crucial component of your introduction to the firm. As an Analyst, you will learn essential concepts and methodologies that are crucial to management consulting. Your will work with a mentor who will engage with your project manager and offer support and guidance throughout the program. Top-performing consultants who have been with the firm fulltime for at least two years and who are committed to returning to the firm are eligible for tuition support from the Kearney Scholars’ Program.     ","There is no standard model for Kearney analysts. We are looking for talented problem-solvers who are ready to integrate as full members of the client team. Analysts are expected to contribute ideas, opinions, and new information.  The following qualifications are preferred:

A proven record of academic excellence and enrolled in a bachelor’s degree minimum
Excellent written and verbal communication skills
Strong critical thinking and analytical capabilities
A forward-thinking and collaborative approach to problem-solving
Proficiency in Microsoft Office
Fluency in English and Arabic
 "
110,"Talent Acquisition Analytics Intern - Excellent Opportunity for Master’s Students - Dubai, UAE",Siemens AG,UAE,Intern,https://jobs.siemens.com/careers?pid=563156122220978&domain=siemens.com&sort_by=relevance&utm_source=j_c_global,"Are you a tech-savvy master’s student with a passion for data, insights, and visualization tools? Are you ready to explore the world of Talent Acquisition and Data Analytics?

If so, join Siemens as a Talent Acquisition Analytics Intern and kickstart your career with us. This internship offers a unique opportunity to gain hands-on experience within People and Organization (P&O) community, with a focus on Talent Acquisition (TA) within a leading technology company.

At Siemens, Talent Acquisition plays a critical role in identifying and attracting top talent to drive innovation and shape the future. We focus on hiring the highest-quality candidates across a variety of sectors, particularly in engineering and technology.

We make real what matters. This is your part.

Create, maintain, and analyze key recruitment metrics such as time-to-hire, cost-per-hire, source of hire, and candidate pipeline metrics.
You will support our team in our data ETL process (mainly Excel based data sources, but you’re curious in exploring other possibilities).
You will work on data refreshes for our dashboards for the Management team and beyond based on Power BI.
You will keep track of the timely reports to be delivered and ensure the timeliness of our reporting process by extracting and storing data according to our current reporting landscape.
You will work on our SharePoint organization and suggest improvements aiming at an optimal and clean data structure, avoiding redundancies.
Develop and present data-driven insights using Power BI, turning complex data into clear, actionable recommendations for stakeholders.
Analyze recruitment data to identify trends, patterns, and opportunities for optimizing the talent acquisition process.
Provide insights on candidate demographics, hiring trends, and team performance to enhance decision-making.
Contribute to improving recruitment processes and efficiency by working on ad-hoc projects and tasks assigned by the Talent Acquisition Lead.
Participate in projects aimed at driving excellence and innovation within the TA function.
Last, but not least you will support our team with additional daily tasks.

We don’t need superheroes, just super minds.

You’ll benefit from
2 to 3 days of mobile working per week as a global standard.
Diverse and inclusive culture.
An environment where everyone can bring their whole self and feel a sense of belonging.
the foundation to develop personally and professionally.
Extraordinary variety of learning & development opportunities.

","You are a Bachelor or Master’s student in Computing, Data Analytics, Business Administration or similar fields with ability to work full-time alongside your studies.
You are proficient in writing and understanding complex formulae in MS Excel and handles overall MS Office very well.
Ideally you have a good knowledge of Power BI / DAX.
You are fluent in English for personal and virtual communication with the international team.
You’re a proactive, curious, and empathetic team player with very high commitment, motivation and ability to learn.
Ability to interpret complex data, identify key trends, and present actionable insights.
Excellent written and verbal communication skills.
High attention to detail and a strong passion for data analysis and continuous improvement.
"
111,"IT Digitalization and Communication Intern- Dubai, UAE
",Siemens AG,UAE,Intern,https://jobs.siemens.com/careers?pid=563156121837653&domain=siemens.com&sort_by=relevance&utm_source=j_c_global,"We empower our people to stay resilient and relevant in a constantly evolving world. We’re looking for people who are always searching for creative ways to grow and learn. People who want to make a real impact, now and in the future. Does that sound like you? Then it seems like you’d make an outstanding addition to our vibrant international team.

The Middle East provides a perfect place to learn, grow, seize opportunities, manage change and challenges – and because of this, our region has a consistent track record in providing global corporate and business leaders.

We work hand in hand with our regional business leadership to solve their most pressing business issues and deliver world-leading capabilities in our people. Intrigued?

Join us as an IT Digitization and Communication Intern for our Middle East Team.

As an IT Digitalization and Communications Intern, you will get the opportunity to work directly on digitalization initiatives e.g., Robotic Process Automation (UiPath), Mobile apps, and multiple other technologies.

You will also work closely with IT Management to support communication and collaboration within and outside the team. This opportunity can help you to gain valuable insights to understand the IT strategy and trends and network with IT teams around the globe.

You‘ll make an impact by
Possessing specialist knowledge of MS Office applications and software,
Managing internal team communication material and tools.
Collaborating with international teams to understand the local demands and challenges.
Development on low code applications around Robotics, Chat-Bots, Mobile Apps. 
Support process improvement initiatives.

You’ll benefit from
2 to 3 days of mobile working per week as a global standard.
Diverse and inclusive culture.
An environment where everyone can bring their whole self and feel a sense of belonging.
the foundation to develop personally and professionally.
Extraordinary variety of learning & development opportunities
","Your success is grounded in
Bachelor – or master’s degree student in computer science or related technical field
You are a UAE Register student with a valid UAE Student or parent/spouse sponsored visa that is valid during the duration of the internship
Possessing specialist knowledge of MS Office applications and software.
Analytical skills and ability to learn new technologies.
Exceptional verbal and written communication skills
Critical thinking skills
"
112,"Services Sales Undergraduate Intern (UAE National)
",Dell technologies,UAE,Intern,https://jobs.dell.com/en/job/dubai/services-sales-undergraduate-intern-uae-national/375/72063940096,"Internship Start Date - February 2025

At Dell Technologies, we are always looking for the next generation of innovative thinkers to drive our business forward. As an intern, you will have the opportunity to work on meaningful projects, partner with professionals across the globe while gaining knowledge about our business. At Dell, you are encouraged to be yourself, you will find a culture where differences are celebrated, and diverse ideas are heard and respected. Our mission is to enable the future generation of professionals to create strong networks, achieve critical experiences, and develop core skills that position you for career success.

Join us to do the best work of your career and make a profound social impact as a Undergraduate Intern on our Undergraduate Intern Team in Dubai, United Arab Emirates.

","Essential Requirements
• UAE National, currently completing an undergraduate degree in a technical field graduating in 2025-2026
• Productivity and excellent communications skills
• Ability to prioritize and maintain organization in day to day activities  
• Ability to follow process, policies and practices to achieve consistency and compliance
• Critical thinking and problem-solving skills

Desirable Requirements
• Ability to communicate well with senior level team members
• Collaboration skills
• Data management  "
113,"Marketing Internship at Holiday Inn & Suites Science Park
",IHG Hotels & Resorts,UAE,Intern,https://careers.ihg.com/en/job-details/?jobref=Marketing+Internship+at+Holiday+Inn+and+Suites+Science+Park%7cGB%7c137947#419140,"Main tasks:

Collect quantitative and qualitative data from marketing campaigns
Perform market analysis and research on competition
Support the marketing team in daily administrative tasks
Assist in marketing and advertising promotional activities (e.g. social media, direct mail and web)
Prepare promotional presentations
Manage and update company database and customer relationship management systems (CRM)
What we need from you

Currently studying for a bachelor’s degree in hospitality or marketing field, ideally available in Dubai.
Possibility to sign an agreement with your school for 3 or 6 months preferably. 
Previous hotel knowledge and experience in operational departments will be valuable.
Communication skills with fluency in English. 
Proactive, positive, energetic, team-worker with a passion for marketing area.
Looks for opportunities to develop own skills
Ability to work independently and within a team environment.
What we offer

Learning & development opportunities
Meals included on shift.
Exciting work environment and lots of fun!",
114,Human Resources Intern at InterContinental Dubai Marina,IHG Hotels & Resorts,UAE,Intern,https://careers.ihg.com/en/job-details/?jobref=Human+Resources+Intern+at+InterContinental+Dubai+Marina%7cGB%7c135978#418826,"Your role will include but not be limited to:       

Greet every colleague with a warm smile! Be the friendly face of the office, ready to assist with queries and direct phone calls to the right HR team member.
Take charge of our online recruitment system! Post job openings, screen candidates, and shortlist standout resumes. Coordinate with department heads to schedule interviews, ensuring a smooth experience for both candidates and hiring teams. Provide thoughtful feedback to candidates, helping them feel valued throughout the process.
Keep our filing system in top shape! Regularly update and maintain files to ensure everything is organized and accessible, making it easy for everyone to find what they need.
Handle sensitive information with the utmost care. Your professionalism ensures that confidential matters are managed discreetly and responsibly.
Review and monitor new hire requests and status changes, processing them efficiently according to company guidelines. Communicate clearly with candidates and hiring departments to ensure a smooth onboarding experience.
Take an active role in supporting colleague activities and events. Your enthusiasm and involvement help foster a positive and engaging workplace culture.
Ideally, you'll have some or all the following qualifications and experience we're looking for:

Degree in Hotel or HR Management
Strong verbal and written English communication skills
Proficient in computer applications
Results-driven self-starter with a positive attitude
Analytical thinker with lateral problem-solving abilities
High integrity with the ability to influence others
Enthusiastic team player who is flexible and adaptable",
115,"F&B Intern at InterContinental Fujairah Resort
",IHG Hotels & Resorts,UAE,Intern,https://careers.ihg.com/en/job-details/?jobref=FandB+Intern+at+InterContinental+Fujairah+Resort%7cGB%7c137247#418023,"Some of your main role responsibilities are:

Greet and welcome all guests and take beverage and food orders in a prompt and professional manner
Be attentive to guest’s needs
Prepare food and beverages for service to guests and present food according to established health and presentation standards
Clear and clean tables in a prompt and efficient manner. 
Perform department/outlet opening or closing duties as required.  Ensure that wait staff stations are clean and maintained throughout shift
Follow hotel safety protocols and procedures at all times. Immediately report any safety/service incident to the Supervisor or Manager on duty
","Ideally, you'll have some or all of the following competencies and experience we're looking for: 

Currently pursuing or recently completed a degree in Hospitality, Culinary Arts, Food & Beverage Management, or a related field.
Previous experience/On job training in a similar position
Strong communication and interpersonal skills.
Ability to work effectively in a fast-paced environment and as part of a team.
Positive attitude, strong attention to detail, and eagerness to learn.
Have the ability to work a flexible schedule including nights, weekends and/or holidays
Ability to perform the following: Carrying or lifting items, moving around the restaurant, bending, stooping, kneeling, handling food objects; plates, trays, glasses, etc"
116,"Food & Beverage Intern
",Four Seasons,UAE,Intern,https://careers.fourseasons.com/us/en/job/REQ10327050/Food-Beverage-Intern,"FOOD & BEVERAGE INTERN

6 months Internship
 

Four Seasons Resort Dubai at Jumeirah Beach with its unparalleled location, fresh approach to luxury and legendary personalized service, has exceeded the high expectations in the ultra-competitive Dubai market. At Four Seasons we believe that our most important asset is our team of employees. Four Seasons has a tremendous commitment to the development and training of all employees. We ensure that the best packages and finest management structure are in place to guarantee a stable environment in which development is second nature for our employees. Successful Four Seasons candidates will be offered once- in-a- lifetime opportunity rich in personal and professional growth.
 

Summary

The aim of the Food & Beverage Trainee program is for the Food & Beverage Trainee to get a full understanding of the Food & Beverage division.
","Tasks & Responsibilities:

Assist any outlet in crunch time or for any event.
Assist guest in booking process and managing full NYE booking with FOH department.
Support F&B division with Expenses & project on going.
Meeting suppliers to develop the offer.
Direct report to DOFB & ADOFB
Preferred Qualifications and Skills

Enrolled in a Bachelor program in a reputable Hotel Management School or University.
Requires reading, writing and oral proficiency in English. Additional language preferred (Arabic, Russian or European language).
"
